Account,Day,Details,Amount,Balance,Transaction ID,Net Daily Revenue
Ruth Gray (The Suits Law Firm Daily Wage),280,Wage,-1632.0,1252054.0,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),280,Wage,-1600.0,1246686.0,G8MHU,
Zoe Foster (Karbucks HK Daily Wage),280,Wage,-350.0,1253686.0,19CI3,
Traci Martin (The Suits Law Firm Daily Wage),280,Wage,-1544.0,1245142.0,G8MHU,
Owen Martin (The Suits Law Firm Daily Wage),280,Wage,-1456.0,1250598.0,G8MHU,
Joel Rogers (Kalico Midtown Daily Wage),280,Wage,-240.0,1255623.0,9YO0R,
Zoe Thompson (The Green Salad Daily Wage),280,Wage,-374.0,1254785.0,HQXBV,
Jennifer Kelly (The Green Salad Daily Wage),280,Wage,-400.0,1255159.0,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),280,Wage,-64.0,1255559.0,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),280,Wage,-240.0,1255863.0,9YO0R,
Emilia White (Kalico Midtown Daily Wage),280,Wage,-168.0,1256103.0,9YO0R,
Mollie Martinez (Kalico Midtown Daily Wage),280,Wage,-150.0,1256271.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),280,Wage,-159.6,1256421.0,,
Charlotte Murphy (The Suits Law Firm Daily Wage),280,Wage,-1272.0,1243870.0,G8MHU,
Harvey Anderson (The Green Salad Daily Wage),280,Wage,-448.0,1254337.0,HQXBV,
Bonnie Howard (The Suits Law Firm Daily Wage),280,Wage,-888.0,1242982.0,G8MHU,
Karakata Associates Revenue,280,Revenue,8835.0,1355051.0,00AKO,
Replacement for Leah Martin (The Suits Law Firm Wage),280,ReplacementWage,-1410.0,1240412.0,G8MHU,
Elite Jewels Revenue,280,Revenue,290300.0,1788097.0,CGCEK,
The Green Salad Revenue,280,Revenue,16826.0,1498956.0,HQXBV,
Elite Couture Revenue,280,Revenue,101730.0,1482380.0,YVK4E,
Karvin Kueen Revenue,280,Revenue,1360.0,1381162.0,K3NN0,
Kalico Midtown Revenue,280,Revenue,25570.0,1380304.0,9YO0R,
Justin Mitchell (Karvin Kueen Daily Wage),280,Wage,-130.0,1256796.0,K3NN0,
Karbucks HK Revenue,280,Revenue,1844.0,1346241.0,19CI3,
Katalytica Revenue,280,Revenue,9500.0,1344540.0,WK7WS,
The Suits Law Firm Revenue,280,Revenue,86400.0,1335168.0,G8MHU,
Katar Spirits Revenue,280,Revenue,11895.0,1248969.0,TJ27F,
Public parking for UMC Nunavut,280,PublicParking,-7.5,1237160.0,,
Curtis Harris (Karbucks HK Daily Wage),280,Wage,-168.0,1237168.0,19CI3,
Jason Miller (Elite Jewels Daily Wage),280,Wage,-416.0,1237336.0,CGCEK,
Justin Davis (Karbucks HK Daily Wage),280,Wage,-364.0,1237752.0,19CI3,
Sadie Powell (Karakata Associates Daily Wage),280,Wage,-40.0,1238116.0,00AKO,
Lewin Allen (Karakata Associates Daily Wage),280,Wage,-736.0,1238156.0,00AKO,
Marie Walker (Karakata Associates Daily Wage),280,Wage,-704.0,1238892.0,00AKO,
Lewis Murphy (Karakata Associates Daily Wage),280,Wage,-760.0,1239596.0,00AKO,
Kevin Bennett (The Suits Law Firm Daily Wage),280,Wage,-56.0,1240356.0,G8MHU,
Replacement for Margaret Smith (The Suits Law Firm Wage),280,ReplacementWage,-1160.0,1241822.0,G8MHU,
Christen Butler (Elite Jewels Daily Wage),280,Wage,-300.0,1256926.0,CGCEK,
Eliza Owens (Katar Spirits Daily Wage),280,Wage,-216.0,1256580.0,TJ27F,
Frederick Kelly (Elite Couture Daily Wage),280,Wage,-243.0,1257458.0,YVK4E,
Marketing campaigns for Katar Spirits,280,Marketing,-500.0,1271412.0,TJ27F,
Delivery from United Ocean Import ,280,ImportDelivery,-134589.0,1271912.0,,
Delivery from SeaSide Internationals,280,ImportDelivery,-22384.41,1406501.0,,
30 2nd Avenue Rent,280,Rent,-1158.506,1127886.0,,
19 1st Avenue Rent,280,Rent,-250.508,1112486.0,,
5 8th Street Rent,280,Rent,-135.4097,1054737.0,,
33 5th Avenue Rent,280,Rent,-230.1557,1054872.0,,
21 5th Avenue Rent,280,Rent,-145.9717,1055102.0,,
Marketing campaigns for The Suits Law Firm,280,Marketing,-2750.0,1268662.0,G8MHU,
7 3rd Avenue Rent,280,Rent,-42.2027,1050573.0,,
29 5th Avenue Rent,280,Rent,-24.32862,1015682.0,,
14 1st Avenue Rent,280,Rent,-143.3651,1013862.0,,
1 5th Street Rent,280,Rent,-52.13275,1004505.0,,
Lara Wright (Elite Couture Daily Wage),280,Wage,-232.0,1257226.0,YVK4E,
14 2nd Avenue Rent,280,Rent,-731.0999,1004634.0,,
31 1st Avenue Rent,280,Rent,-201.106,925364.6,,
30 4th Avenue Rent,280,Rent,-85.7595,911711.8,,
42 3rd Street rent revenue,280,RentRevenue,206.3385,937967.0,,
29 1st Avenue Rent,280,Rent,-317.3102,1023914.0,,
Marketing campaigns for Katalytica,280,Marketing,-500.0,1268162.0,WK7WS,
59 3rd Street Rent,280,Rent,-75.99196,1004558.0,,
Marketing campaigns for Karakata Associates,280,Marketing,-500.0,1266812.0,00AKO,
Marketing campaigns for Karbucks HK,280,Marketing,-850.0,1267312.0,19CI3,
Curtis Norris (Elite Jewels Daily Wage),280,Wage,-138.0,1257909.0,CGCEK,
Abbie Lopez (Katar Spirits Daily Wage),280,Wage,-224.0,1258047.0,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),280,Wage,-46.0,1258271.0,TJ27F,
Tristan Barker (Katalytica Daily Wage),280,Wage,-536.0,1258317.0,WK7WS,
Olivia Cox (Katalytica Daily Wage),280,Wage,-432.0,1258853.0,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),280,Wage,-75.0,1259285.0,K3NN0,
Lara Norris (Warehouse #1 Daily Wage),280,Wage,-153.9,1259360.0,,
Tommy Brooks (Katalytica Daily Wage),280,Wage,-44.0,1259514.0,WK7WS,
Lily Barton (Katalytica Daily Wage),280,Wage,-258.0,1259558.0,WK7WS,
Traci Parker (Elite Jewels Daily Wage),280,Wage,-208.0,1257701.0,CGCEK,
Marketing campaigns for Elite Couture,280,Marketing,-1350.0,1262212.0,YVK4E,
Marketing campaigns for Karvin Kueen,280,Marketing,-500.0,1263562.0,K3NN0,
Returned deposit for 14 2nd Avenue,280,DepositReturn,21933.0,1259604.0,,
Marketing campaigns for Kalico Midtown,280,Marketing,-2750.0,1264062.0,9YO0R,
24 2nd Avenue Deposit,280,Deposit,-14171.79,1237341.0,,
Marketing campaigns for The Green Salad,280,Marketing,-1350.0,1260862.0,HQXBV,
Marketing campaigns for Elite Jewels,280,Marketing,-9350.0,1251512.0,CGCEK,
Karvin Kueen Revenue,281,Revenue,2890.0,1676655.0,K3NN0,
Kalico Midtown Revenue,281,Revenue,27310.0,1674268.0,9YO0R,
Ruth Gray (The Suits Law Firm Daily Wage),281,Wage,-1632.0,1561474.0,G8MHU,
Elite Couture Revenue,281,Revenue,86650.0,1762794.0,YVK4E,
Katalytica Revenue,281,Revenue,10000.0,1638771.0,WK7WS,
The Suits Law Firm Revenue,281,Revenue,76800.0,1628899.0,G8MHU,
Katar Spirits Revenue,281,Revenue,10872.0,1552300.0,TJ27F,
Theodore Brown (Karakata Holdings Daily Wage),281,Wage,-160.0,1541514.0,,
Karakata Associates Revenue,281,Revenue,6840.0,1647275.0,00AKO,
Karbucks HK Revenue,281,Revenue,1832.0,1640460.0,19CI3,
Jennifer Kelly (The Green Salad Daily Wage),281,Wage,-700.0,1565868.0,HQXBV,
Elite Jewels Revenue,281,Revenue,233800.0,2011908.0,CGCEK,
Zoe Campbell (Karakata Holdings Daily Wage),281,Wage,-232.0,1541674.0,,
Ralph Hughes (The Green Salad Daily Wage),281,Wage,-228.0,1566568.0,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),281,Wage,-256.0,1566796.0,9YO0R,
Wilhelmina Cooper (Kalico Midtown Daily Wage),281,Wage,-264.0,1567052.0,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),281,Wage,-90.0,1567316.0,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),281,Wage,-240.0,1567406.0,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),281,Wage,-192.0,1567646.0,,
Mollie Martinez (Kalico Midtown Daily Wage),281,Wage,-200.0,1567838.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),281,Wage,-159.6,1568038.0,,
Georgina Lopez (Karakata Holdings Daily Wage),281,Wage,-192.0,1568198.0,,
Kathryn James (Karakata Holdings Daily Wage),281,Wage,-208.0,1568390.0,,
The Green Salad Revenue,281,Revenue,16723.0,1779266.0,HQXBV,
Curtis Harris (Karbucks HK Daily Wage),281,Wage,-168.0,1541906.0,19CI3,
Sadie Powell (Karakata Associates Daily Wage),281,Wage,-40.0,1543088.0,00AKO,
Clara Williams (Elite Jewels Daily Wage),281,Wage,-496.0,1542256.0,CGCEK,
Helen Richardson (The Suits Law Firm Daily Wage),281,Wage,-1600.0,1558124.0,G8MHU,
Replacement for Daisy Williams (The Suits Law Firm Wage),281,ReplacementWage,-1890.0,1556234.0,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),281,Wage,-888.0,1555346.0,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),281,Wage,-1024.0,1554322.0,G8MHU,
Ava Rogers (The Suits Law Firm Daily Wage),281,Wage,-1344.0,1552978.0,G8MHU,
Maria Nicholson (The Suits Law Firm Daily Wage),281,Wage,-1544.0,1563106.0,G8MHU,
Elise Sanchez (The Suits Law Firm Daily Wage),281,Wage,-1368.0,1551610.0,G8MHU,
Nicholas Sanchez (The Suits Law Firm Daily Wage),281,Wage,-968.0,1550642.0,G8MHU,
Courtney Nicholson (The Suits Law Firm Daily Wage),281,Wage,-242.0,1550400.0,G8MHU,
Eliza Owens (Katar Spirits Daily Wage),281,Wage,-288.0,1568598.0,TJ27F,
Justin Davis (Karbucks HK Daily Wage),281,Wage,-182.0,1542074.0,19CI3,
Charlotte Murphy (The Suits Law Firm Daily Wage),281,Wage,-954.0,1549446.0,G8MHU,
Margaret Smith (The Suits Law Firm Daily Wage),281,Wage,-696.0,1548528.0,G8MHU,
Leah Martin (The Suits Law Firm Daily Wage),281,Wage,-1128.0,1547400.0,G8MHU,
Kevin Bennett (The Suits Law Firm Daily Wage),281,Wage,-56.0,1547344.0,G8MHU,
Sonny Mitchell (Karakata Associates Daily Wage),281,Wage,-968.0,1546376.0,00AKO,
Naomi Robinson (Karakata Associates Daily Wage),281,Wage,-984.0,1545392.0,00AKO,
Stephanie Wilson (Karakata Associates Daily Wage),281,Wage,-616.0,1544776.0,00AKO,
Roosevelt Wright (Karakata Associates Daily Wage),281,Wage,-912.0,1543864.0,00AKO,
Homer Foster (Karakata Associates Daily Wage),281,Wage,-736.0,1543128.0,00AKO,
Replacement for Ava Powell (The Suits Law Firm Wage),281,ReplacementWage,-1750.0,1559724.0,G8MHU,
Curtis Jackson (Karbucks HK Daily Wage),281,Wage,-336.0,1542752.0,19CI3,
Bonnie Howard (The Suits Law Firm Daily Wage),281,Wage,-222.0,1549224.0,G8MHU,
Justin Mitchell (Karvin Kueen Daily Wage),281,Wage,-208.0,1568886.0,K3NN0,
Zoe Cooper (The Green Salad Daily Wage),281,Wage,-868.0,1565000.0,HQXBV,
Olivia Cox (Katalytica Daily Wage),281,Wage,-432.0,1570743.0,WK7WS,
Marketing campaigns for The Suits Law Firm,281,Marketing,-2750.0,1784847.0,G8MHU,
Marketing campaigns for Katalytica,281,Marketing,-500.0,1784347.0,WK7WS,
Marketing campaigns for Karbucks HK,281,Marketing,-850.0,1783497.0,19CI3,
Marketing campaigns for Karakata Associates,281,Marketing,-500.0,1782997.0,00AKO,
Marketing campaigns for Kalico Midtown,281,Marketing,-2750.0,1780247.0,9YO0R,
Marketing campaigns for Karvin Kueen,281,Marketing,-500.0,1779747.0,K3NN0,
Marketing campaigns for Elite Couture,281,Marketing,-1350.0,1778397.0,YVK4E,
Marketing campaigns for The Green Salad,281,Marketing,-1350.0,1777047.0,HQXBV,
Marketing campaigns for Elite Jewels,281,Marketing,-9350.0,1767697.0,CGCEK,
Katie Ward (Elite Jewels Daily Wage),281,Wage,-192.0,1569094.0,CGCEK,
Evie Jones (Katalytica Daily Wage),281,Wage,-448.0,1573031.0,WK7WS,
Lily Barton (Katalytica Daily Wage),281,Wage,-344.0,1572687.0,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),281,Wage,-256.0,1572431.0,CGCEK,
Tommy Brooks (Katalytica Daily Wage),281,Wage,-44.0,1572387.0,WK7WS,
Christian Hall (Karakata Holdings Daily Wage),281,Wage,-184.0,1572203.0,,
Merit Johnson (Karakata Holdings Daily Wage),281,Wage,-224.0,1571979.0,,
Katherine Moss (Elite Jewels Daily Wage),281,Wage,-250.0,1571729.0,CGCEK,
Lara Norris (Warehouse #1 Daily Wage),281,Wage,-153.9,1571575.0,,
Grover Brown (Karakata Holdings Daily Wage),281,Wage,-200.0,1571375.0,,
Maria Willis (Karvin Kueen Daily Wage),281,Wage,-200.0,1571175.0,K3NN0,
Maya Turner (Karvin Kueen Daily Wage),281,Wage,-32.0,1570711.0,K3NN0,
Marketing campaigns for Katar Spirits,281,Marketing,-500.0,1787597.0,TJ27F,
30 2nd Avenue Rent,281,Rent,-1158.506,1497797.0,,
Bank negative interest rate,281,BankNegativeInterestRate,-194446.7,1573250.0,,
5 8th Street Rent,281,Rent,-135.4097,1380650.0,,
Christen Butler (Elite Jewels Daily Wage),281,Wage,-240.0,1569286.0,CGCEK,
Zoe Foster (Karbucks HK Daily Wage),281,Wage,-350.0,1564650.0,19CI3,
42 3rd Street rent revenue,281,RentRevenue,212.5911,1259816.0,,
Scarlett Davis (Elite Couture Daily Wage),281,Wage,-297.0,1569526.0,YVK4E,
30 4th Avenue Rent,281,Rent,-85.7595,1237074.0,,
31 1st Avenue Rent,281,Rent,-201.106,1248768.0,,
19 1st Avenue Rent,281,Rent,-250.508,1482130.0,,
Lara Wright (Elite Couture Daily Wage),281,Wage,-232.0,1569823.0,YVK4E,
1 5th Street Rent,281,Rent,-52.13275,1335040.0,,
Douglas Collins (Karakata Holdings Daily Wage),281,Wage,-44.0,1570055.0,,
14 1st Avenue Rent,281,Rent,-143.3651,1344397.0,,
59 3rd Street Rent,281,Rent,-75.99196,1335092.0,,
Traci Parker (Elite Jewels Daily Wage),281,Wage,-78.0,1570099.0,CGCEK,
7 3rd Avenue Rent,281,Rent,-42.2027,1379802.0,,
Mollie Jenkins (Karakata Holdings Daily Wage),281,Wage,-224.0,1570487.0,,
21 5th Avenue Rent,281,Rent,-145.9717,1381016.0,,
33 5th Avenue Rent,281,Rent,-230.1557,1380785.0,,
29 1st Avenue Rent,281,Rent,-317.3102,1354734.0,,
29 5th Avenue Rent,281,Rent,-24.32862,1346216.0,,
Oscar Evans (Katar Spirits Daily Wage),281,Wage,-46.0,1570441.0,TJ27F,
Annabelle Stewart (Katar Spirits Daily Wage),281,Wage,-264.0,1570177.0,TJ27F,
24 2nd Avenue Rent,281,Rent,-460.3931,1379844.0,,
Helen Richardson (The Suits Law Firm Daily Wage),282,Wage,-1600.0,1965180.0,G8MHU,
Zoe Foster (Karbucks HK Daily Wage),282,Wage,-350.0,1971742.0,19CI3,
Ruth Gray (The Suits Law Firm Daily Wage),282,Wage,-1632.0,1968180.0,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),282,Wage,-888.0,1962780.0,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),282,Wage,-1024.0,1961756.0,G8MHU,
Ava Rogers (The Suits Law Firm Daily Wage),282,Wage,-1344.0,1960412.0,G8MHU,
Replacement for Maria Nicholson (The Suits Law Firm Wage),282,ReplacementWage,-1930.0,1969812.0,G8MHU,
Elise Sanchez (The Suits Law Firm Daily Wage),282,Wage,-1368.0,1959044.0,G8MHU,
Daisy Williams (The Suits Law Firm Daily Wage),282,Wage,-1512.0,1963668.0,G8MHU,
Jennifer Kelly (The Green Salad Daily Wage),282,Wage,-700.0,1972216.0,HQXBV,
Kathryn James (Karakata Holdings Daily Wage),282,Wage,-208.0,1975060.0,,
Helen Watson (The Green Salad Daily Wage),282,Wage,-308.0,1972916.0,HQXBV,
Ralph Hughes (The Green Salad Daily Wage),282,Wage,-266.0,1973224.0,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),282,Wage,-256.0,1973490.0,9YO0R,
Wilhelmina Cooper (Kalico Midtown Daily Wage),282,Wage,-330.0,1973746.0,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),282,Wage,-240.0,1974076.0,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),282,Wage,-192.0,1974316.0,,
Mollie Martinez (Kalico Midtown Daily Wage),282,Wage,-200.0,1974508.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),282,Wage,-159.6,1974708.0,,
Nicholas Sanchez (The Suits Law Firm Daily Wage),282,Wage,-968.0,1958076.0,G8MHU,
Georgina Lopez (Karakata Holdings Daily Wage),282,Wage,-192.0,1974868.0,,
Zoe Cooper (The Green Salad Daily Wage),282,Wage,-124.0,1972092.0,HQXBV,
Louise Gomez (The Suits Law Firm Daily Wage),282,Wage,-1600.0,1956476.0,G8MHU,
Karbucks HK Revenue,282,Revenue,1798.0,2037399.0,19CI3,
Margaret Smith (The Suits Law Firm Daily Wage),282,Wage,-928.0,1954660.0,G8MHU,
Elite Jewels Revenue,282,Revenue,232600.0,2396873.0,CGCEK,
The Green Salad Revenue,282,Revenue,15457.0,2165432.0,HQXBV,
Elite Couture Revenue,282,Revenue,78790.0,2150225.0,YVK4E,
Karvin Kueen Revenue,282,Revenue,2125.0,2071947.0,K3NN0,
Kalico Midtown Revenue,282,Revenue,26427.0,2070324.0,9YO0R,
Karakata Associates Revenue,282,Revenue,6840.0,2044215.0,00AKO,
Eliza Owens (Katar Spirits Daily Wage),282,Wage,-288.0,1975268.0,TJ27F,
Katalytica Revenue,282,Revenue,10000.0,2035744.0,WK7WS,
The Suits Law Firm Revenue,282,Revenue,67200.0,2025872.0,G8MHU,
Katar Spirits Revenue,282,Revenue,10185.0,1958874.0,TJ27F,
Theodore Brown (Karakata Holdings Daily Wage),282,Wage,-160.0,1948774.0,,
Zoe Campbell (Karakata Holdings Daily Wage),282,Wage,-232.0,1948934.0,,
Curtis Harris (Karbucks HK Daily Wage),282,Wage,-168.0,1949166.0,19CI3,
Justin Davis (Karbucks HK Daily Wage),282,Wage,-182.0,1949334.0,19CI3,
Clara Williams (Elite Jewels Daily Wage),282,Wage,-496.0,1949516.0,CGCEK,
Curtis Jackson (Karbucks HK Daily Wage),282,Wage,-336.0,1950012.0,19CI3,
Sadie Powell (Karakata Associates Daily Wage),282,Wage,-40.0,1950348.0,00AKO,
Homer Foster (Karakata Associates Daily Wage),282,Wage,-736.0,1950388.0,00AKO,
Roosevelt Wright (Karakata Associates Daily Wage),282,Wage,-912.0,1951124.0,00AKO,
Stephanie Wilson (Karakata Associates Daily Wage),282,Wage,-616.0,1952036.0,00AKO,
Naomi Robinson (Karakata Associates Daily Wage),282,Wage,-984.0,1952652.0,00AKO,
Sonny Mitchell (Karakata Associates Daily Wage),282,Wage,-968.0,1953636.0,00AKO,
Kevin Bennett (The Suits Law Firm Daily Wage),282,Wage,-56.0,1954604.0,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),282,Wage,-888.0,1955588.0,G8MHU,
Justin Mitchell (Karvin Kueen Daily Wage),282,Wage,-208.0,1975556.0,K3NN0,
Ava Powell (The Suits Law Firm Daily Wage),282,Wage,-1400.0,1966780.0,G8MHU,
Christen Butler (Elite Jewels Daily Wage),282,Wage,-240.0,1976020.0,CGCEK,
Marketing campaigns for Elite Couture,282,Marketing,-1350.0,2002208.0,YVK4E,
Marketing campaigns for Karvin Kueen,282,Marketing,-500.0,2003558.0,K3NN0,
Marketing campaigns for Kalico Midtown,282,Marketing,-2750.0,2004058.0,9YO0R,
Marketing campaigns for Karakata Associates,282,Marketing,-500.0,2006808.0,00AKO,
Marketing campaigns for Karbucks HK,282,Marketing,-850.0,2007308.0,19CI3,
Marketing campaigns for The Suits Law Firm,282,Marketing,-2750.0,2008658.0,G8MHU,
Marketing campaigns for Katar Spirits,282,Marketing,-500.0,2011408.0,TJ27F,
30 2nd Avenue Rent,282,Rent,-1158.506,1778108.0,,
19 1st Avenue Rent,282,Rent,-250.508,1762543.0,,
5 8th Street Rent,282,Rent,-135.4097,1676144.0,,
Marketing campaigns for The Green Salad,282,Marketing,-1350.0,2000858.0,HQXBV,
33 5th Avenue Rent,282,Rent,-230.1557,1676279.0,,
7 3rd Avenue Rent,282,Rent,-42.2027,1673765.0,,
24 2nd Avenue Rent,282,Rent,-460.3931,1673808.0,,
29 1st Avenue Rent,282,Rent,-317.3102,1646958.0,,
29 5th Avenue Rent,282,Rent,-24.32862,1640435.0,,
14 1st Avenue Rent,282,Rent,-143.3651,1638628.0,,
1 5th Street Rent,282,Rent,-52.13275,1628771.0,,
59 3rd Street Rent,282,Rent,-75.99196,1628823.0,,
31 1st Avenue Rent,282,Rent,-201.106,1552099.0,,
30 4th Avenue Rent,282,Rent,-85.7595,1541428.0,,
Katie Ward (Elite Jewels Daily Wage),282,Wage,-256.0,1975764.0,CGCEK,
21 5th Avenue Rent,282,Rent,-145.9717,1676509.0,,
Marketing campaigns for Elite Jewels,282,Marketing,-9350.0,1991508.0,CGCEK,
Marketing campaigns for Katalytica,282,Marketing,-500.0,2008158.0,WK7WS,
Purchase from Kabob's Kebabs,282,ItemPurchase,-15.0,1979823.0,,
Scarlett Davis (Elite Couture Daily Wage),282,Wage,-132.0,1976260.0,YVK4E,
Lara Wright (Elite Couture Daily Wage),282,Wage,-232.0,1976392.0,YVK4E,
Lilly Harris (Elite Couture Daily Wage),282,Wage,-216.0,1976624.0,YVK4E,
Frederick Kelly (Elite Couture Daily Wage),282,Wage,-54.0,1976840.0,YVK4E,
Douglas Collins (Karakata Holdings Daily Wage),282,Wage,-44.0,1976894.0,,
Traci Parker (Elite Jewels Daily Wage),282,Wage,-78.0,1976938.0,CGCEK,
Annabelle Stewart (Katar Spirits Daily Wage),282,Wage,-264.0,1977016.0,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),282,Wage,-46.0,1977280.0,TJ27F,
24 2nd Avenue delivery from IKA BOHAG,282,DeliveryContract,-11670.0,1979838.0,,
Olivia Cox (Katalytica Daily Wage),282,Wage,-432.0,1977358.0,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),282,Wage,-200.0,1977790.0,K3NN0,
Grover Brown (Karakata Holdings Daily Wage),282,Wage,-200.0,1977990.0,,
Maya Turner (Karvin Kueen Daily Wage),282,Wage,-32.0,1977326.0,K3NN0,
Katherine Moss (Elite Jewels Daily Wage),282,Wage,-200.0,1978344.0,CGCEK,
Taxi Ride,282,TaxiRide,-16.726,1979806.0,,
Merit Johnson (Karakata Holdings Daily Wage),282,Wage,-224.0,1978544.0,,
42 3rd Street rent revenue,282,RentRevenue,228.2229,1573479.0,,
Evie Jones (Katalytica Daily Wage),282,Wage,-448.0,1979596.0,WK7WS,
Christian Hall (Karakata Holdings Daily Wage),282,Wage,-184.0,1978768.0,,
Lily Barton (Katalytica Daily Wage),282,Wage,-344.0,1979252.0,WK7WS,
Tommy Brooks (Katalytica Daily Wage),282,Wage,-44.0,1978952.0,WK7WS,
Lara Norris (Warehouse #1 Daily Wage),282,Wage,-153.9,1978190.0,,
Zoe Gomez (Elite Jewels Daily Wage),282,Wage,-256.0,1978996.0,CGCEK,
Traci Parker (Elite Jewels Daily Wage),283,Wage,-52.0,2185817.0,CGCEK,
Emilia White (Kalico Midtown Daily Wage),283,Wage,-224.0,2182974.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),283,Wage,-159.6,2183198.0,,
Georgina Lopez (Karakata Holdings Daily Wage),283,Wage,-192.0,2183357.0,,
Kathryn James (Karakata Holdings Daily Wage),283,Wage,-208.0,2183549.0,,
Eliza Owens (Katar Spirits Daily Wage),283,Wage,-288.0,2183757.0,TJ27F,
Christen Butler (Elite Jewels Daily Wage),283,Wage,-480.0,2184541.0,CGCEK,
Katie Ward (Elite Jewels Daily Wage),283,Wage,-256.0,2184285.0,CGCEK,
Scarlett Davis (Elite Couture Daily Wage),283,Wage,-66.0,2185021.0,YVK4E,
Danielle Mitchell (Kalico Midtown Daily Wage),283,Wage,-250.0,2182724.0,9YO0R,
Lara Wright (Elite Couture Daily Wage),283,Wage,-232.0,2185087.0,YVK4E,
Lilly Harris (Elite Couture Daily Wage),283,Wage,-216.0,2185319.0,YVK4E,
Annabelle Stewart (Katar Spirits Daily Wage),283,Wage,-264.0,2185869.0,TJ27F,
Frederick Kelly (Elite Couture Daily Wage),283,Wage,-54.0,2185535.0,YVK4E,
Dominic Fisher (Elite Jewels Daily Wage),283,Wage,-184.0,2185589.0,CGCEK,
Douglas Collins (Karakata Holdings Daily Wage),283,Wage,-44.0,2185773.0,,
Bradley Turner (Karvin Kueen Daily Wage),283,Wage,-240.0,2184045.0,K3NN0,
Traci Miles (Karakata Holdings Daily Wage),283,Wage,-192.0,2182532.0,,
Elise Sanchez (The Suits Law Firm Daily Wage),283,Wage,-1368.0,2167959.0,G8MHU,
Joel Rogers (Kalico Midtown Daily Wage),283,Wage,-240.0,2182052.0,9YO0R,
Isabel Roberts (The Suits Law Firm Daily Wage),283,Wage,-672.0,2165349.0,G8MHU,
Owen Martin (The Suits Law Firm Daily Wage),283,Wage,-728.0,2166021.0,G8MHU,
Replacement for Nicholas Sanchez (The Suits Law Firm Wage),283,ReplacementWage,-1210.0,2166749.0,G8MHU,
Oscar Evans (Katar Spirits Daily Wage),283,Wage,-46.0,2186133.0,TJ27F,
Ava Rogers (The Suits Law Firm Daily Wage),283,Wage,-1344.0,2169327.0,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),283,Wage,-1024.0,2170671.0,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),283,Wage,-888.0,2171695.0,G8MHU,
Daisy Williams (The Suits Law Firm Daily Wage),283,Wage,-1512.0,2172583.0,G8MHU,
Helen Richardson (The Suits Law Firm Daily Wage),283,Wage,-1600.0,2174095.0,G8MHU,
Ava Powell (The Suits Law Firm Daily Wage),283,Wage,-1400.0,2175695.0,G8MHU,
Ruth Gray (The Suits Law Firm Daily Wage),283,Wage,-1632.0,2177095.0,G8MHU,
Maria Nicholson (The Suits Law Firm Daily Wage),283,Wage,-1544.0,2178727.0,G8MHU,
Mark Nelson (Karbucks HK Daily Wage),283,Wage,-301.0,2180271.0,19CI3,
Zoe Cooper (The Green Salad Daily Wage),283,Wage,-248.0,2180572.0,HQXBV,
Jennifer Kelly (The Green Salad Daily Wage),283,Wage,-350.0,2180820.0,HQXBV,
Helen Watson (The Green Salad Daily Wage),283,Wage,-616.0,2181170.0,HQXBV,
Ralph Hughes (The Green Salad Daily Wage),283,Wage,-266.0,2181786.0,HQXBV,
Eve Sullivan (Kalico Midtown Daily Wage),283,Wage,-240.0,2182292.0,9YO0R,
Mollie Jenkins (Karakata Holdings Daily Wage),283,Wage,-224.0,2186179.0,,
Marketing campaigns for Katar Spirits,283,Marketing,-500.0,2235634.0,TJ27F,
Tristan Barker (Katalytica Daily Wage),283,Wage,-536.0,2186435.0,WK7WS,
Delivery from United Ocean Import ,283,ImportDelivery,-160739.1,2236134.0,,
30 2nd Avenue Rent,283,Rent,-1158.506,2164273.0,,
19 1st Avenue Rent,283,Rent,-250.508,2149975.0,,
5 8th Street Rent,283,Rent,-135.4097,2071435.0,,
33 5th Avenue Rent,283,Rent,-230.1557,2071571.0,,
